State,FIPS,County,White,Black,Native,Asian,Hispanic
Alabama,1107,Pickens,57.82927074,40.21968101,0.240746314,0.336041729,4.754739693
Alabama,1109,Pike,57.48095267,37.6807247,0.707900894,2.129701842,2.405663207
Alabama,1111,Randolph,77.83938394,19.48514851,0.470847085,0.391639164,2.908690869
Alabama,1113,Russell,49.95586785,45.68456759,0.621311504,0.877451065,5.616032952
Alabama,1115,St. Clair,87.76524975,9.453151426,0.359679784,0.890743038,2.507610779
Alabama,1117,Shelby,82.8350494,13.05984507,0.394516636,2.258155739,5.778671995
Alabama,1119,Sumter,25.25411709,71.79103302,0.133953195,2.017177527,1.150421559
Alabama,1121,Talladega,64.3207897,32.83058576,0.408378013,0.657663978,2.358821466
Alabama,1123,Tallapoosa,70.43237771,27.14768995,0.427192138,0.619798997,2.350791417
Alabama,1125,Tuscaloosa,64.61220328,32.07250935,0.334592243,1.624615267,3.884429255
Alabama,1127,Walker,90.95760544,6.171618716,0.557203623,0.60586084,2.564706252
Alabama,1129,Washington,66.17413604,23.50714373,7.858102332,0.903651239,1.581389669
Alabama,1131,Wilcox,27.4301308,71.2807001,0.225839842,0.235249835,1.411499012
Alabama,1133,Winston,96.18343195,0.874894336,0.870667794,0.367709214,3.195266272
Alaska,2020,Anchorage,63.90796397,6.105207554,8.871913781,10.09062283,9.297930287
Alaska,2050,Bethel,10.29863856,0.91677646,83.78897672,0.955204216,2.426438296
Alaska,2090,Fairbanks North Star,75.71308767,5.466247689,7.911408392,3.490921583,8.367097433
Alaska,2110,Juneau,68.7291751,1.451125712,11.86124,7.028306293,6.794756018
Alaska,2122,Kenai Peninsula,83.27439222,0.82688398,7.959612526,1.78019237,4.255718996
Alaska,2130,Ketchikan Gateway,66.91334962,1.056186234,14.01781865,8.413565167,5.776692053
Alaska,2150,Kodiak Island,55.20419633,1.326339453,12.81378794,22.24053953,8.834769577
Alaska,2170,Matanuska-Susitna,82.75067373,1.276833008,6.862745098,1.750766657,5.060867949
Alaska,2180,Nome,15.65747402,0.829336531,75.47961631,1.518784972,2.507993605
Alaska,2185,North Slope,32.70867099,1.570097245,52.77552674,6.067666126,4.294975689
Alaska,2188,Northwest Arctic,12.00625733,1.590405423,79.28562117,0.821274932,3.780471907
Alaska,2195,Petersburg,75.31822415,2.297423161,10.99037566,3.259857187,6.022974232
Alaska,2198,Prince of Wales-Hyder,46.9947057,0.56057303,42.96169418,0.96543133,3.690439116
Alaska,2220,Sitka,64.91268648,1.006129293,16.32936278,8.118422574,6.985081531
Alaska,2240,Southeast Fairbanks,77.37785487,1.994796184,12.56143394,2.356172304,6.374674761
Alaska,2290,Yukon-Koyukuk,23.1,1,69.6,0.4,2.8
Arizona,4001,Apache,22.37461361,0.570887521,74.94917709,0.449747974,6.391155421
Arizona,4003,Cochise,87.71397018,4.616234125,1.755147117,2.267886724,35.63382504
Arizona,4005,Coconino,65.66984474,1.462332171,27.59040699,2.058745292,14.272614
Arizona,4007,Gila,78.51695151,0.836905491,17.84223125,0.944534135,18.73851806
Arizona,4009,Graham,81.7267283,1.786089515,13.63469216,0.690796386,33.1398403
Arizona,4011,Greenlee,90.16134135,2.098492038,4.102077402,0.949066751,47.29515976
Arizona,4012,La Paz,76.51436155,1.213385155,18.18655797,0.971656081,28.08323064
Arizona,4013,Maricopa,83.05430006,6.254364264,2.807049204,4.597735026,31.2784414
Arizona,4015,Mohave,91.78286805,1.292770222,3.021235982,1.240276784,16.83082796
Arizona,4017,Navajo,50.42147675,1.008646838,45.618181,0.685409027,11.45275929
Arizona,4019,Pima,84.89345792,4.162556433,4.32924347,3.397451382,37.55106715
Arizona,4021,Pinal,82.82901476,5.193474945,6.652532328,1.916634238,30.42595351
Arizona,4023,Santa Cruz,95.70424201,0.935262626,1.408269012,0.763260304,83.4447765
Arizona,4025,Yavapai,93.44118141,0.875026402,2.122908881,1.181932213,14.67544279
Arizona,4027,Yuma,91.2,2.7,2.3,1.6,64.3
Arkansas,5001,Arkansas,72.09184535,24.87478192,0.360177838,0.83291125,3.275367213
Arkansas,5003,Ashley,72.59802454,24.91270079,0.713359274,0.254414846,5.51232166
Arkansas,5005,Baxter,96.59049953,0.398856292,0.790504337,0.523799226,2.515677936
Arkansas,5007,Benton,88.67494718,2.027820167,1.884390774,4.083152365,16.86487557
Arkansas,5009,Boone,95.86446105,0.426894344,0.869797225,0.688367129,2.612059765
Arkansas,5011,Bradley,68.71616041,27.66816555,1.523355052,0.458841883,15.71074608
Arkansas,5015,Carroll,93.08719838,0.807851752,1.318073911,1.544839315,15.24288701
Arkansas,5017,Chicot,43.29373443,54.31117072,0.46943859,0.747269592,5.786549147
Arkansas,5019,Clark,72.58510494,24.47305199,0.652735597,0.639136938,4.881918317
Arkansas,5021,Clay,97.06337981,0.767831885,0.511887923,0.195325655,2.13511147
Arkansas,5023,Cleburne,96.67935109,0.432605648,0.74504306,0.500700981,2.419387142
Arkansas,5025,Cleveland,86.24345223,11.58643053,0.511349464,0.162135196,2.394612123
Arkansas,5027,Columbia,61.12503718,35.91366784,0.594808174,1.066406084,2.897565535
Arkansas,5029,Conway,84.76377387,11.44511991,0.8759753,0.464314777,4.020870231
Arkansas,5031,Craighead,80.14149118,16.24016655,0.540724774,1.248180696,5.180640763
Arkansas,5033,Crawford,90.85733211,1.605526291,2.558117528,1.654417563,8.04497997
Arkansas,5035,Crittenden,43.4528981,54.02755368,0.384758595,0.672293244,2.620909354
Arkansas,5037,Cross,74.44830895,22.88918206,0.41376829,0.755576877,2.002878388
Arkansas,5039,Dallas,55.9732665,41.33945976,0.626566416,0.236702868,3.369534948
Arkansas,5041,Desha,49.34850591,48.04551772,0.425642808,0.634120917,6.410701876
Arkansas,5043,Drew,69.47293758,28.02269751,0.551069402,0.676560454,3.873854212
Arkansas,5045,Faulkner,83.55527779,12.17088922,0.679454513,1.308430684,4.138422832
Arkansas,5047,Franklin,94.54800674,0.965749579,1.431779899,1.044357103,3.419427288
Arkansas,5049,Fulton,96.42187627,0.668351129,0.782459858,0.326024941,1.532317222
Arkansas,5051,Garland,87.03935293,8.739939891,0.76245033,0.875405934,5.860580511
Arkansas,5053,Grant,94.67780954,2.793050363,0.52232241,0.406861667,2.914009237
Arkansas,5055,Greene,95.20132377,1.831218974,0.611141754,0.401544402,2.923331495
Arkansas,5057,Hempstead,66.09631572,30.21480153,0.699139874,0.547352928,13.16866749
Arkansas,5059,Hot Spring,85.46630664,11.31123706,0.643897807,0.412450669,3.522150678
Arkansas,5061,Howard,74.89693426,21.01041901,1.566599205,0.562176748,12.57027209
Arkansas,5063,Independence,94.07877276,2.338234514,0.812145018,0.80949095,6.542279314
Arkansas,5065,Izard,95.0121386,2.067240491,0.860737144,0.522327669,2.58956816
Arkansas,5067,Jackson,78.96020463,17.72054012,0.725715305,0.517518292,2.896912736
Arkansas,5069,Jefferson,40.12537804,57.12775641,0.415479931,0.866194909,2.137592859
Arkansas,5071,Johnson,91.73958567,2.292274325,1.170443497,2.482985566,14.11637125
Arkansas,5073,Lafayette,61.22418438,36.2765639,0.568692008,0.523795271,2.768632146
Arkansas,5075,Lawrence,96.4159669,1.204819277,0.590239747,0.32250213,1.679445053
Arkansas,5077,Lee,43.22760156,54.17918753,0.589872009,0.589872009,2.504173623
Arkansas,5079,Lincoln,67.31674512,30.44160502,0.530523799,0.321303146,3.915415079
Arkansas,5081,Little River,75.47460652,19.83611877,1.663151063,0.470550057,3.70760993
Arkansas,5083,Logan,92.97971201,1.550351934,1.159313613,2.401435341,3.10530432
Arkansas,5085,Lonoke,89.8027343,6.346986709,0.708690281,0.935416865,4.761258265
Arkansas,5087,Madison,94.26005704,0.904071355,1.692858443,0.806989867,5.982646684
Arkansas,5089,Marion,95.61655304,0.562133716,0.944863055,0.669776343,2.28441574
Arkansas,5091,Miller,71.35712975,25.23857589,0.841897596,0.502385759,3.560286291
Arkansas,5093,Mississippi,61.7813235,35.70406654,0.448604476,0.48982759,4.182933631
Arkansas,5095,Monroe,56.33333333,40.02898551,0.695652174,0.724637681,2.971014493
Arkansas,5097,Montgomery,93.83684446,0.806813088,1.333482743,1.602420439,4.560735096
Arkansas,5099,Nevada,66.3944271,30.96324766,0.408359356,0.528465049,4.215709825
Arkansas,5101,Newton,95.29788597,0.576553491,1.281229981,0.397181294,2.01153107
Arkansas,5103,Ouachita,56.68050496,40.18893502,0.465983225,0.465983225,2.524781835
Arkansas,5105,Perry,94.5614374,2.028593509,0.965996909,0.328438949,3.139489954
Arkansas,5107,Phillips,35.75350824,62.04448389,0.360530257,0.49919574,2.068889012
Arkansas,5109,Pike,92.67310035,3.41047503,1.152440738,0.768293826,6.408694837
Arkansas,5111,Poinsett,89.1048636,8.425794611,0.408776174,0.296154167,3.207641612
Arkansas,5113,Polk,93.6605317,0.633448052,2.119806474,1.032470447,6.58386952
Arkansas,5115,Pope,92.1453125,3.3671875,0.95,1.259375,9.3671875
Arkansas,5117,Prairie,86.32648006,11.75377756,0.421104781,0.136239782,1.820658905
Arkansas,5119,Pulaski,57.45517979,37.5371804,0.450239381,2.329886931,6.244524804
Arkansas,5121,Randolph,94.97994205,1.019612213,0.612881658,0.406730555,2.111655895
Arkansas,5123,St. Francis,43.97971618,52.94233264,0.786194426,0.636817485,5.444396399
Arkansas,5125,Saline,88.36774528,8.061208522,0.627568543,1.339142323,4.96619201
Arkansas,5127,Scott,90.98749879,0.678360306,2.703750363,3.275511193,7.655780599
Arkansas,5129,Searcy,95.11183715,0.540336768,1.570746419,0.402111083,2.676551897
Arkansas,5131,Sebastian,81.96050191,6.91803715,2.407771246,4.736483683,14.60552785
Arkansas,5133,Sevier,88.12649513,4.148433398,3.325748293,0.641811074,34.02182158
Arkansas,5135,Sharp,95.45088103,0.915582172,1.001957849,0.55280433,2.343660025
Arkansas,5137,Stone,96.28321426,0.43349121,0.931203339,0.46560167,2.039014209
Arkansas,5139,Union,64.07759546,32.89117211,0.544395031,0.715636661,4.127690027
Arkansas,5141,Van Buren,96.18743601,0.638438836,0.99981931,0.367403481,3.065711016
Arkansas,5143,Washington,86.63577551,3.674866328,1.557218276,2.681875921,17.13615321
Arkansas,5145,White,91.83253522,4.571493897,0.655429522,0.849771997,4.401285455
Arkansas,5147,Woodruff,70.87827427,26.27118644,0.570107858,0.277349769,2.141756549
Arkansas,5149,Yell,94.07476202,1.95960065,1.086603204,1.309496169,20.5340144
California,6001,Alameda,49.73538371,11.15522216,1.078324143,31.7509553,22.38124065
California,6003,Alpine,69.93642144,0.090826521,23.88737511,1.99818347,11.35331517
California,6005,Amador,89.66305259,2.694055811,2.318259147,1.739329152,14.37422238
California,6007,Butte,85.9099872,1.806655827,2.476908707,4.944736569,16.66032449
California,6009,Calaveras,91.2109118,0.982413052,1.938511469,1.734573045,12.37445726
California,6011,Colusa,91.18694225,1.248439451,2.77430989,1.650714385,60.33199242
California,6013,Contra Costa,65.4956682,9.536999604,1.017722774,18.01802272,25.84342927
California,6015,Del Norte,78.36711226,3.5360069,9.321546644,3.144315078,20.03737243
California,6017,El Dorado,88.85922865,1.046790925,1.333137541,4.699545831,12.92230881
California,6019,Fresno,76.69780772,5.816472245,2.970233307,11.04696299,53.46711585
California,6021,Glenn,89.14678932,1.361999501,3.158983135,3.101936036,42.2932934
California,6023,Humboldt,83.36914199,1.43650136,6.3164996,2.859070344,11.84691984
California,6025,Imperial,90.06363191,3.366936704,2.501278688,2.137746319,84.56169876
California,6027,Inyo,80.03558125,1.167509868,13.48751876,1.645632957,22.65525101
California,6029,Kern,82.3155256,6.253707776,2.637148681,5.363841546,53.95466366
California,6031,Kings,81.00564195,7.252619479,3.173103603,4.516205753,54.96610864
California,6033,Lake,87.22003044,2.050262496,4.395638533,1.377714268,21.30564443
California,6035,Lassen,81.1246023,8.304655542,4.269203298,1.551847283,19.2195312
California,6037,Los Angeles,70.76771324,8.970020141,1.437373126,15.35689709,48.63963431
California,6039,Madera,85.99751383,4.251230402,4.425643107,2.490613425,58.31028972
California,6041,Marin,85.46132339,2.819391064,0.985111643,6.487949905,16.11531737
California,6043,Mariposa,89.3881289,1.25922958,3.399919867,1.722855017,11.64787362
California,6045,Mendocino,86.17446294,1.085542086,6.320343355,2.220167568,25.6203913
California,6047,Merced,82.02318345,3.977580842,2.515968191,7.913307736,60.21036158
California,6051,Mono,90.37894737,0.807017544,2.989473684,2.203508772,27.55087719
California,6053,Monterey,82.72749395,3.492931491,2.605866931,6.77098399,59.13120934
California,6055,Napa,83.80972191,2.4645488,1.251640761,8.779417144,34.50153138
California,6057,Nevada,93.37786872,0.601829562,1.26384208,1.421320815,9.673407158
California,6059,Orange,71.52061791,2.127736374,1.032810122,21.38257509,34.15762494
California,6061,Placer,84.32807918,1.875624763,1.070840826,8.042497882,14.25057675
California,6063,Plumas,90.78387577,1.015741332,3.142948309,1.16464582,9.178898107
California,6065,Riverside,79.74997939,7.227192567,1.912510334,7.087399082,49.55385232
California,6067,Sacramento,62.98713477,10.87155859,1.540193709,16.92188387,23.44736287
California,6069,San Benito,87.86583681,1.519411086,3.081073175,3.610835757,60.57493865
California,6071,San Bernardino,76.74257219,9.419447293,2.069208783,7.755100725,53.96589524
California,6073,San Diego,75.46252816,5.526738937,1.317086623,12.58938602,33.95825283
California,6075,San Francisco,52.91988611,5.568178602,0.743797443,35.91103866,15.24547014
California,6077,San Joaquin,66.48632849,8.305476576,1.977121144,17.03558047,41.92743071
California,6079,San Luis Obispo,88.79476075,2.052392521,1.401359107,3.989296152,22.80694342
California,6081,San Mateo,60.03651508,2.744868721,0.879220838,30.14209695,24.31436758
California,6083,Santa Barbara,85.4123043,2.431431918,2.153957096,6.030094485,45.83955729
California,6085,Santa Clara,53.06306353,2.836594291,1.199698592,38.31061587,25.31547247
California,6087,Santa Cruz,87.13241327,1.443547064,1.856666241,5.187143352,34.0697526
California,6089,Shasta,87.84825594,1.202510553,3.167073984,3.07987114,10.30937569
California,6091,Sierra,93.17040509,0.636089722,2.510880482,0.736524941,12.08570472
California,6093,Siskiyou,86.0648614,1.479736529,5.091025524,1.573506541,12.86707529
California,6095,Solano,59.7116052,14.81538703,1.271131412,16.1503325,26.86236314
California,6097,Sonoma,86.82367155,2.054038268,2.190454093,4.559328882,27.15895044
California,6099,Stanislaus,83.45752662,3.455889708,1.985395087,6.079135709,46.98562244
California,6101,Sutter,72.84080697,2.726042538,2.357267553,16.99257285,31.5328437
California,6103,Tehama,90.30289755,0.996620564,3.355967207,1.426872771,25.69153264
California,6105,Trinity,87.00438771,0.694056641,5.217391304,1.435979258,7.530913442
California,6107,Tulare,88.18982486,2.195504668,2.763914558,3.991104643,65.18188902
California,6109,Tuolumne,90.33535635,2.033407287,2.302939181,1.39166468,12.6661655
California,6111,Ventura,84.09985346,2.377530504,1.867875017,7.870457961,43.02140976
California,6113,Yolo,74.23959203,2.992631846,1.790769845,15.02077965,31.87815324
California,6115,Yuba,78.3,4.4,2.9,7.5,28.7
Colorado,8001,Adams,86.02178687,3.94066439,2.276758852,4.37065806,40.4489048
Colorado,8003,Alamosa,87.26847689,2.115926392,5.298807169,1.642390457,45.80710903
Colorado,8005,Arapahoe,76.72596608,11.37489155,1.145704568,6.47205608,19.48834102
Colorado,8007,Archuleta,91.97239375,0.777333818,3.46531057,1.198692336,18.24191791
Colorado,8009,Baca,93.83542538,1.087866109,1.952580195,0.390516039,11.0181311
Colorado,8011,Bent,85.14110847,7.888473308,3.485209113,1.411084665,31.99591976
Colorado,8013,Boulder,90.19621072,1.171498844,0.848876649,4.952496029,13.91384883
Colorado,8014,Broomfield,88.00727619,1.514429671,0.791141525,6.721815583,12.60484791
Colorado,8015,Chaffee,93.94816997,1.737654167,1.627802467,0.868827083,10.12632946
Colorado,8017,Cheyenne,95.36247335,0.906183369,1.279317697,0.906183369,11.67377399
Colorado,8019,Clear Creek,94.40916189,1.124414368,1.186881832,1.009890682,7.371160854
Colorado,8021,Conejos,91.69512195,0.93902439,3.963414634,1,51.73170732
Colorado,8023,Costilla,88.1661442,2.037617555,5.329153605,1.515151515,60.26645768
Colorado,8025,Crowley,82.41720724,10.68624104,3.465346535,1.229088426,31.20518948
Colorado,8027,Custer,94.46911587,1.49374243,1.190956803,0.524828421,5.510698426
Colorado,8029,Delta,94.90840952,0.814137563,1.337511711,0.843213905,15.40723032
Colorado,8031,Denver,80.79699424,9.826208806,1.800438805,4.098999012,29.66704443
Colorado,8035,Douglas,89.96108246,1.538614139,0.514330058,5.188811352,8.974665671
Colorado,8037,Eagle,94.39383194,1.562016984,1.363809939,1.312894368,29.82379576
Colorado,8039,Elbert,94.44867209,1.350734343,0.844684575,1.1262461,7.198843315
Colorado,8041,El Paso,83.30111395,6.930529406,1.36554151,3.132704635,17.45758248
Colorado,8043,Fremont,91.24549676,3.933695675,1.815872223,0.972491202,13.5378272
Colorado,8045,Garfield,93.90496905,1.244771625,1.694830182,0.931905638,28.75020914
Colorado,8047,Gilpin,93.41610848,1.208952785,1.339650384,1.584708381,7.302728312
Colorado,8049,Grand,95.05958132,1.030595813,0.914653784,0.863123994,9.049919485
Colorado,8051,Gunnison,93.98121303,0.71320886,2.580308477,0.805983996,9.352893425
Colorado,8053,Hinsdale,94.20468557,0.616522811,1.356350185,0.739827374,6.041923551
Colorado,8055,Huerfano,88.96791987,1.320946436,5.196690376,0.958049064,33.95267818
Colorado,8059,Jefferson,91.70126484,1.408572074,1.196760612,3.058943562,15.49187999
Colorado,8063,Kit Carson,95.33714924,0.809716599,1.158732375,0.656149658,18.98645819
Colorado,8065,Lake,93.04703476,1.04805726,2.68404908,0.677402863,35.85122699
Colorado,8067,La Plata,88.38927366,0.610903925,7.492452495,0.760078139,12.96572545
Colorado,8069,Larimer,92.71449683,1.150868144,1.028477853,2.385897443,11.65560684
Colorado,8071,Las Animas,90.30545404,2.192649797,3.675101703,1.206646901,41.20526788
Colorado,8073,Lincoln,89.73262032,5.561497326,1.497326203,0.980392157,14.13547237
Colorado,8075,Logan,91.73634337,3.827573393,1.718691936,0.989409142,16.34150873
Colorado,8077,Mesa,93.99701058,0.942515681,1.533219761,1.003217869,14.78848878
Colorado,8079,Mineral,96.2628866,0.257731959,1.159793814,0.515463918,6.443298969
Colorado,8081,Moffat,94.54807401,0.781013042,1.569608735,0.743099788,15.65059145
Colorado,8083,Montezuma,82.14313021,0.51227158,14.05688508,0.653719703,12.7188623
Colorado,8085,Montrose,94.28151798,0.727246885,1.838252712,0.864642062,20.70640072
Colorado,8087,Morgan,91.61706002,3.753764269,1.859373906,0.833391694,36.32257161
Colorado,8089,Otero,90.14756944,1.752387153,3.738064236,0.960286458,42.0844184
Colorado,8091,Ouray,96.11007656,0.082764329,0.889716532,0.786261121,6.455617629
Colorado,8093,Park,94.20133649,0.867643889,1.26104764,1.050873033,6.229790903
Colorado,8095,Phillips,96.31357909,1.049930005,0.956602893,0.513299113,20.55529631
Colorado,8097,Pitkin,94.94707521,1.04735376,0.484679666,1.866295265,10.13370474
Colorado,8099,Prowers,94.65636304,0.887865834,1.964814206,0.476816837,38.6468267
Colorado,8101,Pueblo,90.15871879,2.58104567,3.119459914,1.083394517,43.09045001
Colorado,8103,Rio Blanco,93.6395202,1.246843434,1.594065657,0.662878788,10.29040404
Colorado,8105,Rio Grande,92.51555556,1.022222222,3.448888889,0.631111111,43.98222222
Colorado,8107,Routt,95.82248475,0.920996386,0.629541833,0.920996386,7.025997746
Colorado,8109,Saguache,91.39266404,1.110623995,3.521847143,0.876808417,35.90530469
Colorado,8111,San Juan,95.14435696,0.131233596,0.918635171,0.787401575,12.33595801
Colorado,8113,San Miguel,95.11659138,0.86680503,1.355145892,0.915639116,10.69466488
Colorado,8117,Summit,95.03660464,1.270680814,0.815944787,1.286806205,14.5773535
Colorado,8119,Teller,94.05573496,0.948849819,1.367460033,0.98074393,6.757564885
Colorado,8121,Washington,96.23141169,1.242615604,0.387044205,0.407414952,10.45019352
Colorado,8123,Weld,92.61195336,1.54881405,1.611810184,1.777890902,29.6473171
Colorado,8125,Yuma,96.6,0.6,0.9,0.5,23.9
Connecticut,9001,Fairfield,78.68435077,12.72484354,0.517787763,5.815391233,20.17708829
Connecticut,9003,Hartford,75.24176736,15.66063289,0.564917324,5.851145461,18.45329378
Connecticut,9005,Litchfield,93.56471998,2.277056612,0.330736399,2.052884695,6.7251575
Connecticut,9007,Middlesex,88.95022191,5.494768936,0.275998574,3.154620671,6.430951181
Connecticut,9009,New Haven,77.63380052,14.95942259,0.536018283,4.308434971,18.63342739
Connecticut,9011,New London,83.58747151,6.976805206,1.178856303,4.384820679,10.93993643
Connecticut,9013,Tolland,88.96575029,3.764883615,0.267689718,4.929731449,5.720211236
Connecticut,9015,Windham,92.05311595,3.198407205,0.699838499,1.487690875,12.28434464
Delaware,10001,Kent,66.22010641,26.77457295,0.742649118,2.391486978,7.388966676
Delaware,10003,New Castle,65.02865009,26.10921898,0.461262034,5.761663404,10.27666783
Delaware,10005,Sussex,82.88992786,12.31038964,1.11302042,1.346353462,9.28970805
District of Columbia,11001,District of Columbia,45.60776135,46.43443352,0.611569424,4.416653024,11.28171911
Florida,12001,Alachua,69.85731008,20.5866882,0.359688245,6.260279453,10.27611907
Florida,12003,Baker,82.99418092,14.00811144,0.440839358,0.708869688,2.666196438
Florida,12005,Bay,81.70244,11.67971849,0.828444521,2.279166914,6.706352847
Florida,12007,Bradford,76.74167027,20.05264676,0.497620078,0.602192413,4.269436031
Florida,12009,Brevard,83.24433818,10.72566093,0.462093427,2.640366324,10.71644587
Florida,12011,Broward,63.22043193,30.09245308,0.405379088,3.887283089,30.42818487
Florida,12013,Calhoun,82.1553438,13.21039282,1.329951327,0.802084047,5.744841297
Florida,12015,Charlotte,90.45124812,6.000064866,0.401085417,1.418934259,7.411972021
Florida,12017,Citrus,93.00475228,3.147455874,0.432639983,1.681887933,5.948123762
Florida,12019,Clay,80.60415047,12.32135584,0.564626606,3.17023955,10.33683217
Florida,12021,Collier,89.29186658,7.411595612,0.478218596,1.554078333,28.20247934
Florida,12023,Columbia,77.79952626,18.45737061,0.578698779,1.055274244,6.364268187
Florida,12027,DeSoto,84.23004081,12.61970178,1.098989037,0.597508603,31.87601696
Florida,12029,Dixie,87.39520958,9.832335329,0.580838323,0.413173653,4.017964072
Florida,12031,Duval,60.8023103,30.5736486,0.4526506,5.064298276,10.13659503
Florida,12033,Escambia,68.9199896,23.20795857,0.899427637,3.407556713,5.819658103
Florida,12035,Flagler,83.94978004,10.73911142,0.399760857,2.603799513,10.54280029
Florida,12037,Franklin,84.05760055,12.39775051,0.996932515,0.485685072,5.598159509
Florida,12039,Gadsden,41.65032466,55.76981741,0.58395433,0.729942912,10.508999
Florida,12041,Gilchrist,91.2028922,5.60363716,0.684706398,0.580631025,6.102103418
Florida,12043,Glades,78.83270184,13.82978723,5.187991839,0.706791023,21.14543865
Florida,12045,Gulf,79.81935165,17.0440485,0.66196486,0.476367236,4.621380846
Florida,12047,Hamilton,62.94898672,32.84416492,1.05520615,0.817610063,9.797344514
Florida,12049,Hardee,88.43824555,7.469260415,1.174527436,1.130482657,43.97504129
Florida,12051,Hendry,83.62931947,12.05602079,2.033400712,0.976994898,54.30262778
